Name	Gender	Edition	Category	MovieTitle	Director	Date
John Irving	Male	72nd Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	The Cider House Rules	Lasse Hallstrom	2000-03-26T00:00:00Z
Kevin Macdonald	Male	72nd Academy Awards	Academy Award for Best Documentary Feature	One Day in September	Kevin Macdonald	2000-03-26T00:00:00Z
Lindy Hemming	Female	72nd Academy Awards	Academy Award for Best Costume Design	Topsy-Turvy	Mike Leigh	2000-03-26T00:00:00Z
Trefor Proud	Male	72nd Academy Awards	Academy Award for Best Makeup and Hairstyling	Topsy-Turvy	Mike Leigh	2000-03-26T00:00:00Z
Tammy Tiehel	Female	72nd Academy Awards	Academy Award for Best Live Action Short Film	My Mother Dreams the Satan's Disciples in New York	Barbara Schock	2000-03-26T00:00:00Z
James Moll	Male	71st Academy Awards	Academy Award for Best Documentary Feature	The Last Days	James Moll	1999-03-21T00:00:00Z
Bill Condon	Male	71st Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Gods and Monsters	Bill Condon	1999-03-21T00:00:00Z
Jenny Shircore	Female	71st Academy Awards	Academy Award for Best Makeup and Hairstyling	Elizabeth	Shekhar Kapur	1999-03-21T00:00:00Z
Marc Norman	Male	71st Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Shakespeare in Love	John Madden	1999-03-21T00:00:00Z
Marc Norman	Male	71st Academy Awards	Academy Award for Best Picture	Shakespeare in Love	John Madden	1999-03-21T00:00:00Z
Gwyneth Paltrow	Female	71st Academy Awards	Academy Award for Best Actress	Shakespeare in Love	John Madden	1999-03-21T00:00:00Z
Sandy Powell	Female	71st Academy Awards	Academy Award for Best Costume Design	Shakespeare in Love	John Madden	1999-03-21T00:00:00Z
Stephen Warbeck	Male	71st Academy Awards	Academy Award for Best Original Musical or Comedy Score	Shakespeare in Love	John Madden	1999-03-21T00:00:00Z
Jill Quertier	Female	71st Academy Awards	Academy Award for Best Production Design	Shakespeare in Love	John Madden	1999-03-21T00:00:00Z
Judi Dench	Female	71st Academy Awards	Academy Award for Best Supporting Actress	Shakespeare in Love	John Madden	1999-03-21T00:00:00Z
Steven Spielberg	Male	71st Academy Awards	Academy Award for Best Director	Saving Private Ryan	Steven Spielberg	1999-03-21T00:00:00Z
Michael Kahn	Male	71st Academy Awards	Academy Award for Best Film Editing	Saving Private Ryan	Steven Spielberg	1999-03-21T00:00:00Z
Richard Hymns	Male	71st Academy Awards	Academy Award for Best Sound Editing	Saving Private Ryan	Steven Spielberg	1999-03-21T00:00:00Z
Janusz Kaminski	Male	71st Academy Awards	Academy Award for Best Cinematography	Saving Private Ryan	Steven Spielberg	1999-03-21T00:00:00Z
Ron Judkins	Male	71st Academy Awards	Academy Award for Best Sound Mixing	Saving Private Ryan	Steven Spielberg	1999-03-21T00:00:00Z
James Coburn	Male	71st Academy Awards	Academy Award for Best Supporting Actor	Affliction	Paul Schrader	1999-03-21T00:00:00Z
Chris Wedge	Male	71st Academy Awards	Academy Award for Best Animated Short Film	Bunny	Chris Wedge	1999-03-21T00:00:00Z
Kevin Mack	Male	71st Academy Awards	Academy Award for Best Visual Effects	What Dreams May Come	Vincent Ward	1999-03-21T00:00:00Z
Nicola Piovani	Male	71st Academy Awards	Academy Award for Best Original Dramatic Score	Life Is Beautiful	Roberto Benigni	1999-03-21T00:00:00Z
Roberto Benigni	Male	71st Academy Awards	Academy Award for Best Actor	Life Is Beautiful	Roberto Benigni	1999-03-21T00:00:00Z
Roberto Benigni	Male	71st Academy Awards	Academy Award for Best Foreign Language Film	Life Is Beautiful	Roberto Benigni	1999-03-21T00:00:00Z
Keiko Ibi	Female	71st Academy Awards	Academy Award for Best Documentary (Short Subject)	The Personals	Keiko Ibi	1999-03-21T00:00:00Z
Anders Thomas Jensen	Female	71st Academy Awards	Academy Award for Best Live Action Short Film	Election Night	Anders Thomas Jensen	1999-03-21T00:00:00Z
Mike van Diem	Male	70th Academy Awards	Academy Award for Best Foreign Language Film	Character	Mike van Diem	1998-03-23T00:00:00Z
Brian Helgeland	Male	70th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	L.A. Confidential	Curtis Hanson	1998-03-23T00:00:00Z
Kim Basinger	Female	70th Academy Awards	Academy Award for Best Supporting Actress	L.A. Confidential	Curtis Hanson	1998-03-23T00:00:00Z
Helen Hunt	Female	70th Academy Awards	Academy Award for Best Actress	As Good as It Gets	James L. Brooks	1998-03-23T00:00:00Z
Jack Nicholson	Male	70th Academy Awards	Academy Award for Best Actor	As Good as It Gets	James L. Brooks	1998-03-23T00:00:00Z
David LeRoy Anderson	Male	70th Academy Awards	Academy Award for Best Makeup and Hairstyling	Men in Black	Barry Sonnenfeld	1998-03-23T00:00:00Z
Jon Landau	Male	70th Academy Awards	Academy Award for Best Picture	Titanic	James Cameron	1998-03-23T00:00:00Z
Peter Lamont	Male	70th Academy Awards	Academy Award for Best Production Design	Titanic	James Cameron	1998-03-23T00:00:00Z
James Cameron	Male	70th Academy Awards	Academy Award for Best Director	Titanic	James Cameron	1998-03-23T00:00:00Z
Conrad Buff IV	Male	70th Academy Awards	Academy Award for Best Film Editing	Titanic	James Cameron	1998-03-23T00:00:00Z
Thomas L. Fisher	Male	70th Academy Awards	Academy Award for Best Visual Effects	Titanic	James Cameron	1998-03-23T00:00:00Z
Celine Dion	Female	70th Academy Awards	Academy Award for Best Original Song	Titanic	James Cameron	1998-03-23T00:00:00Z
Tom Bellfort	Male	70th Academy Awards	Academy Award for Best Sound Editing	Titanic	James Cameron	1998-03-23T00:00:00Z
Russell Carpenter	Male	70th Academy Awards	Academy Award for Best Cinematography	Titanic	James Cameron	1998-03-23T00:00:00Z
Deborah Lynn Scott	Female	70th Academy Awards	Academy Award for Best Costume Design	Titanic	James Cameron	1998-03-23T00:00:00Z
James Horner	Male	70th Academy Awards	Academy Award for Best Original Dramatic Score	Titanic	James Cameron	1998-03-23T00:00:00Z
Tom Johnson	Male	70th Academy Awards	Academy Award for Best Sound Mixing	Titanic	James Cameron	1998-03-23T00:00:00Z
Carol Pasternak	Female	70th Academy Awards	Academy Award for Best Documentary (Short Subject)	A Story of Healing	Donna Dewey	1998-03-23T00:00:00Z
Ben Affleck	Male	70th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Good Will Hunting	Gus Van Sant	1998-03-23T00:00:00Z
Robin Williams	Male	70th Academy Awards	Academy Award for Best Supporting Actor	Good Will Hunting	Gus Van Sant	1998-03-23T00:00:00Z
Jan Pinkava	Male	70th Academy Awards	Academy Award for Best Animated Short Film	Geri's Game	Jan Pinkava	1998-03-23T00:00:00Z
Anne Dudley	Female	70th Academy Awards	Academy Award for Best Original Musical or Comedy Score	The Full Monty	Peter Cattaneo	1998-03-23T00:00:00Z
Chris Tashima	Male	70th Academy Awards	Academy Award for Best Live Action Short Film	Visas and Virtue	Chris Tashima	1998-03-23T00:00:00Z
Mark Jonathan Harris	Male	70th Academy Awards	Academy Award for Best Documentary Feature	The Long Way Home	Mark Jonathan Harris	1998-03-23T00:00:00Z
Jan Kadar	Male	69th Academy Awards	Academy Award for Best Foreign Language Film	The Shop on Main Street	Jan Kadar	1997-03-24T00:00:00Z
Cuba Gooding Jr.	Male	69th Academy Awards	Academy Award for Best Supporting Actor	Jerry Maguire	Cameron Crowe	1997-03-24T00:00:00Z
Ethan Coen	Male	69th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Fargo	Joel Coen	1997-03-24T00:00:00Z
Frances McDormand	Female	69th Academy Awards	Academy Award for Best Actress	Fargo	Joel Coen	1997-03-24T00:00:00Z
Joe Viskocil	Male	69th Academy Awards	Academy Award for Best Visual Effects	Independence Day	Roland Emmerich	1997-03-24T00:00:00Z
Saul Zaentz	Male	69th Academy Awards	Academy Award for Best Picture	The English Patient	Anthony Minghella	1997-03-24T00:00:00Z
Walter Murch	Male	69th Academy Awards	Academy Award for Best Film Editing	The English Patient	Anthony Minghella	1997-03-24T00:00:00Z
Anthony Minghella	Male	69th Academy Awards	Academy Award for Best Director	The English Patient	Anthony Minghella	1997-03-24T00:00:00Z
John Seale	Male	69th Academy Awards	Academy Award for Best Cinematography	The English Patient	Anthony Minghella	1997-03-24T00:00:00Z
Ann Roth	Female	69th Academy Awards	Academy Award for Best Costume Design	The English Patient	Anthony Minghella	1997-03-24T00:00:00Z
Gabriel Yared	Male	69th Academy Awards	Academy Award for Best Original Dramatic Score	The English Patient	Anthony Minghella	1997-03-24T00:00:00Z
Stuart Craig	Male	69th Academy Awards	Academy Award for Best Production Design	The English Patient	Anthony Minghella	1997-03-24T00:00:00Z
David Parker	Male	69th Academy Awards	Academy Award for Best Sound Mixing	The English Patient	Anthony Minghella	1997-03-24T00:00:00Z
Juliette Binoche	Female	69th Academy Awards	Academy Award for Best Supporting Actress	The English Patient	Anthony Minghella	1997-03-24T00:00:00Z
Rachel Portman	Female	69th Academy Awards	Academy Award for Best Original Musical or Comedy Score	Emma	Douglas McGrath	1997-03-24T00:00:00Z
Barry Jossen	Male	69th Academy Awards	Academy Award for Best Live Action Short Film	Dear Diary	David Frankel	1997-03-24T00:00:00Z
David LeRoy Anderson	Male	69th Academy Awards	Academy Award for Best Makeup and Hairstyling	The Nutty Professor	Tom Shadyac	1997-03-24T00:00:00Z
Jan Sverak	Male	69th Academy Awards	Academy Award for Best Foreign Language Film	Kolya	Jan Sverak	1997-03-24T00:00:00Z
Leon Gast	Male	69th Academy Awards	Academy Award for Best Documentary Feature	When We Were Kings	Leon Gast	1997-03-24T00:00:00Z
Bruce Stambler	Male	69th Academy Awards	Academy Award for Best Sound Editing	The Ghost and the Darkness	Stephen Hopkins	1997-03-24T00:00:00Z
Geoffrey Rush	Male	69th Academy Awards	Academy Award for Best Actor	Shine	Scott Hicks	1997-03-24T00:00:00Z
Jessica Yu	Female	69th Academy Awards	Academy Award for Best Documentary (Short Subject)	Breathing Lessons: The Life and Work of Mark O'Brien	Jessica Yu	1997-03-24T00:00:00Z
Thomas Stellmach	Male	69th Academy Awards	Academy Award for Best Animated Short Film	Quest	Tyron Montgomery	1997-03-24T00:00:00Z
Billy Bob Thornton	Male	69th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Sling Blade	Billy Bob Thornton	1997-03-24T00:00:00Z
Susan Sarandon	Female	68th Academy Awards	Academy Award for Best Actress	Dead Man Walking	Tim Robbins	1996-03-25T00:00:00Z
Nick Park	Male	68th Academy Awards	Academy Award for Best Animated Short Film	A Close Shave	Nick Park	1996-03-25T00:00:00Z
Nicolas Cage	Male	68th Academy Awards	Academy Award for Best Actor	Leaving Las Vegas	Mike Figgis	1996-03-25T00:00:00Z
Luis Bacalov	Male	68th Academy Awards	Academy Award for Best Original Dramatic Score	Il Postino: The Postman	Michael Radford	1996-03-25T00:00:00Z
Stephen Schwartz	Male	68th Academy Awards	Academy Award for Best Original Musical or Comedy Score	Pocahontas	Eric Goldberg	1996-03-25T00:00:00Z
Daniel P. Hanley	Male	68th Academy Awards	Academy Award for Best Film Editing	Apollo 13	Ron Howard	1996-03-25T00:00:00Z
David MacMillan	Male	68th Academy Awards	Academy Award for Best Sound Mixing	Apollo 13	Ron Howard	1996-03-25T00:00:00Z
Bruce Davey	Male	68th Academy Awards	Academy Award for Best Picture	Braveheart	Mel Gibson	1996-03-25T00:00:00Z
Mel Gibson	Male	68th Academy Awards	Academy Award for Best Director	Braveheart	Mel Gibson	1996-03-25T00:00:00Z
Paul Pattison	Male	68th Academy Awards	Academy Award for Best Makeup and Hairstyling	Braveheart	Mel Gibson	1996-03-25T00:00:00Z
John Toll	Male	68th Academy Awards	Academy Award for Best Cinematography	Braveheart	Mel Gibson	1996-03-25T00:00:00Z
Lon Bender	Male	68th Academy Awards	Academy Award for Best Sound Editing	Braveheart	Mel Gibson	1996-03-25T00:00:00Z
Marleen Gorris	Female	68th Academy Awards	Academy Award for Best Foreign Language Film	Antonia's Line	Marleen Gorris	1996-03-25T00:00:00Z
Christopher McQuarrie	Male	68th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	The Usual Suspects	Bryan Singer	1996-03-25T00:00:00Z
Kevin Spacey	Male	68th Academy Awards	Academy Award for Best Supporting Actor	The Usual Suspects	Bryan Singer	1996-03-25T00:00:00Z
Emma Thompson	Female	68th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Sense and Sensibility	Ang Lee	1996-03-25T00:00:00Z
Mira Sorvino	Female	68th Academy Awards	Academy Award for Best Supporting Actress	Mighty Aphrodite	Woody Allen	1996-03-25T00:00:00Z
John Cox	Male	68th Academy Awards	Academy Award for Best Visual Effects	Babe	Chris Noonan	1996-03-25T00:00:00Z
James Acheson	Male	68th Academy Awards	Academy Award for Best Costume Design	Restoration	Michael Hoffman	1996-03-25T00:00:00Z
Eugenio Zanetti	Male	68th Academy Awards	Academy Award for Best Production Design	Restoration	Michael Hoffman	1996-03-25T00:00:00Z
Kary Antholis	Male	68th Academy Awards	Academy Award for Best Documentary (Short Subject)	One Survivor Remembers	Kary Antholis	1996-03-25T00:00:00Z
Jana Sue Memel	Female	68th Academy Awards	Academy Award for Best Live Action Short Film	Lieberman in Love	Christine Lahti	1996-03-25T00:00:00Z
Carolyn Scott	Female	67th Academy Awards	Academy Award for Best Production Design	The Madness of King George	Nicholas Hytner	1995-03-27T00:00:00Z
Tim Chappel	Male	67th Academy Awards	Academy Award for Best Costume Design	"The Adventures of Priscilla, Queen of the Desert"	Stephan Elliott	1995-03-27T00:00:00Z
Stephen Hunter Flick	Male	67th Academy Awards	Academy Award for Best Sound Editing	Speed	Jan de Bont	1995-03-27T00:00:00Z
David MacMillan	Male	67th Academy Awards	Academy Award for Best Sound Mixing	Speed	Jan de Bont	1995-03-27T00:00:00Z
Roger Avary	Male	67th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Pulp Fiction	Quentin Jerome Tarantino	1995-03-27T00:00:00Z
Hans Zimmer	Male	67th Academy Awards	Academy Award for Best Original Score	The Lion King	Roger Allers	1995-03-27T00:00:00Z
Wendy Finerman	Female	67th Academy Awards	Academy Award for Best Picture	Forrest Gump	Robert Zemeckis	1995-03-27T00:00:00Z
Robert Zemeckis	Male	67th Academy Awards	Academy Award for Best Director	Forrest Gump	Robert Zemeckis	1995-03-27T00:00:00Z
Arthur Schmidt	Male	67th Academy Awards	Academy Award for Best Film Editing	Forrest Gump	Robert Zemeckis	1995-03-27T00:00:00Z
George Murphy	Male	67th Academy Awards	Academy Award for Best Visual Effects	Forrest Gump	Robert Zemeckis	1995-03-27T00:00:00Z
Tom Hanks	Male	67th Academy Awards	Academy Award for Best Actor	Forrest Gump	Robert Zemeckis	1995-03-27T00:00:00Z
Eric Roth	Male	67th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Forrest Gump	Robert Zemeckis	1995-03-27T00:00:00Z
Martin Landau	Male	67th Academy Awards	Academy Award for Best Supporting Actor	Ed Wood	Tim Burton	1995-03-27T00:00:00Z
Yolanda Toussieng	Female	67th Academy Awards	Academy Award for Best Makeup and Hairstyling	Ed Wood	Tim Burton	1995-03-27T00:00:00Z
Dianne Wiest	Female	67th Academy Awards	Academy Award for Best Supporting Actress	Bullets Over Broadway	Woody Allen	1995-03-27T00:00:00Z
Nikita Mikhalkov	Male	67th Academy Awards	Academy Award for Best Foreign Language Film	Burnt by the Sun	Nikita Mikhalkov	1995-03-27T00:00:00Z
Peter Capaldi	Male	67th Academy Awards	Academy Award for Best Live Action Short Film	Franz Kafka's It's a Wonderful Life	Peter Capaldi	1995-03-27T00:00:00Z
Alison Snowden	Female	67th Academy Awards	Academy Award for Best Animated Short Film	Bob's Birthday	Alison Snowden	1995-03-27T00:00:00Z
John Toll	Male	67th Academy Awards	Academy Award for Best Cinematography	Legends of the Fall	Edward Zwick	1995-03-27T00:00:00Z
Jessica Lange	Female	67th Academy Awards	Academy Award for Best Actress	Blue Sky	Tony Richardson	1995-03-27T00:00:00Z
Terry Sanders	Male	67th Academy Awards	Academy Award for Best Documentary Feature	Maya Lin: A Strong Clear Vision	Freida Lee Mock	1995-03-27T00:00:00Z
Charles Guggenheim	Male	67th Academy Awards	Academy Award for Best Documentary (Short Subject)	A Time for Justice	Charles Guggenheim	1995-03-27T00:00:00Z
Pepe Danquart	Male	66th Academy Awards	Academy Award for Best Live Action Short Film	Schwarzfahrer	Pepe Danquart	1994-03-21T00:00:00Z
Bruce Springsteen	Male	66th Academy Awards	Academy Award for Best Original Song	Philadelphia	Jonathan Demme	1994-03-21T00:00:00Z
Tom Hanks	Male	66th Academy Awards	Academy Award for Best Actor	Philadelphia	Jonathan Demme	1994-03-21T00:00:00Z
Gerald R. Molen	Male	66th Academy Awards	Academy Award for Best Picture	Schindler's List	Steven Spielberg	1994-03-21T00:00:00Z
Steven Spielberg	Male	66th Academy Awards	Academy Award for Best Director	Schindler's List	Steven Spielberg	1994-03-21T00:00:00Z
Michael Kahn	Male	66th Academy Awards	Academy Award for Best Film Editing	Schindler's List	Steven Spielberg	1994-03-21T00:00:00Z
John Williams	Male	66th Academy Awards	Academy Award for Best Original Score	Schindler's List	Steven Spielberg	1994-03-21T00:00:00Z
Janusz Kaminski	Male	66th Academy Awards	Academy Award for Best Cinematography	Schindler's List	Steven Spielberg	1994-03-21T00:00:00Z
Ewa Braun	Female	66th Academy Awards	Academy Award for Best Production Design	Schindler's List	Steven Spielberg	1994-03-21T00:00:00Z
Steven Zaillian	Male	66th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Schindler's List	Steven Spielberg	1994-03-21T00:00:00Z
Yolanda Toussieng	Female	66th Academy Awards	Academy Award for Best Makeup and Hairstyling	Mrs. Doubtfire	Chris Columbus	1994-03-21T00:00:00Z
Stan Winston	Male	66th Academy Awards	Academy Award for Best Visual Effects	Jurassic Park	Steven Spielberg	1994-03-21T00:00:00Z
Richard Hymns	Male	66th Academy Awards	Academy Award for Best Sound Editing	Jurassic Park	Steven Spielberg	1994-03-21T00:00:00Z
Ron Judkins	Male	66th Academy Awards	Academy Award for Best Sound Mixing	Jurassic Park	Steven Spielberg	1994-03-21T00:00:00Z
Tommy Lee Jones	Male	66th Academy Awards	Academy Award for Best Supporting Actor	The Fugitive	Andrew Davis	1994-03-21T00:00:00Z
Jane Campion	Female	66th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	The Piano	Jane Campion	1994-03-21T00:00:00Z
Holly Hunter	Female	66th Academy Awards	Academy Award for Best Actress	The Piano	Jane Campion	1994-03-21T00:00:00Z
Anna Paquin	Female	66th Academy Awards	Academy Award for Best Supporting Actress	The Piano	Jane Campion	1994-03-21T00:00:00Z
Gabriella Pescucci	Female	66th Academy Awards	Academy Award for Best Costume Design	The Age of Innocence	Martin Scorsese	1994-03-21T00:00:00Z
Renner Wunderlich	Male	66th Academy Awards	Academy Award for Best Documentary (Short Subject)	Defending Our Lives	Margaret Lazarus	1994-03-21T00:00:00Z
Nick Park	Male	66th Academy Awards	Academy Award for Best Animated Short Film	The Wrong Trousers	Nick Park	1994-03-21T00:00:00Z
Fernando Trueba	Male	66th Academy Awards	Academy Award for Best Foreign Language Film	Belle Epoque	Fernando Trueba	1994-03-21T00:00:00Z
Philippe Rousselot	Male	65th Academy Awards	Academy Award for Best Cinematography	A River Runs Through It	Robert Redford	1993-03-29T00:00:00Z
Alan Menken	Male	65th Academy Awards	Academy Award for Best Original Score	Aladdin	John Musker	1993-03-29T00:00:00Z
Michele Burke	Female	65th Academy Awards	Academy Award for Best Makeup and Hairstyling	Bram Stoker's Dracula	Francis Ford Coppola	1993-03-29T00:00:00Z
Tom McCarthy	Male	65th Academy Awards	Academy Award for Best Sound Editing	Bram Stoker's Dracula	Francis Ford Coppola	1993-03-29T00:00:00Z
Eiko Ishioka	Female	65th Academy Awards	Academy Award for Best Costume Design	Bram Stoker's Dracula	Francis Ford Coppola	1993-03-29T00:00:00Z
Clint Eastwood	Male	65th Academy Awards	Academy Award for Best Picture	Unforgiven	Clint Eastwood	1993-03-29T00:00:00Z
Clint Eastwood	Male	65th Academy Awards	Academy Award for Best Director	Unforgiven	Clint Eastwood	1993-03-29T00:00:00Z
Joel Cox	Male	65th Academy Awards	Academy Award for Best Film Editing	Unforgiven	Clint Eastwood	1993-03-29T00:00:00Z
Gene Hackman	Male	65th Academy Awards	Academy Award for Best Supporting Actor	Unforgiven	Clint Eastwood	1993-03-29T00:00:00Z
Neil Jordan	Male	65th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	The Crying Game	Neil Jordan	1993-03-29T00:00:00Z
Simon Kaye	Male	65th Academy Awards	Academy Award for Best Sound Mixing	The Last of the Mohicans	Michael Mann	1993-03-29T00:00:00Z
Al Pacino	Male	65th Academy Awards	Academy Award for Best Actor	Scent of a Woman	Martin Brest	1993-03-29T00:00:00Z
Regis Wargnier	Male	65th Academy Awards	Academy Award for Best Foreign Language Film	Indochine	Regis Wargnier	1993-03-29T00:00:00Z
Douglas Smythe	Male	65th Academy Awards	Academy Award for Best Visual Effects	Death Becomes Her	Robert Zemeckis	1993-03-29T00:00:00Z
Marisa Tomei	Female	65th Academy Awards	Academy Award for Best Supporting Actress	My Cousin Vinny	Jonathan Lynn	1993-03-29T00:00:00Z
Ian Whittaker	Male	65th Academy Awards	Academy Award for Best Production Design	Howards End	James Ivory	1993-03-29T00:00:00Z
Emma Thompson	Female	65th Academy Awards	Academy Award for Best Actress	Howards End	James Ivory	1993-03-29T00:00:00Z
Ruth Prawer Jhabvala	Female	65th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Howards End	James Ivory	1993-03-29T00:00:00Z
Joan C. Gratz	Female	65th Academy Awards	Academy Award for Best Animated Short Film	Mona Lisa Descending a Staircase	Joan C. Gratz	1993-03-29T00:00:00Z
Sam Karmann	Male	65th Academy Awards	Academy Award for Best Live Action Short Film	Omnibus	Sam Karmann	1993-03-29T00:00:00Z
Robert N. Fried	Male	64th Academy Awards	Academy Award for Best Live Action Short Film	Session Man	Seth Winston	1992-03-30T00:00:00Z
Mercedes Ruehl	Female	64th Academy Awards	Academy Award for Best Supporting Actress	The Fisher King	Terry Gilliam	1992-03-30T00:00:00Z
Albert Wolsky	Male	64th Academy Awards	Academy Award for Best Costume Design	Bugsy	Barry Levinson	1992-03-30T00:00:00Z
Dennis Gassner	Male	64th Academy Awards	Academy Award for Best Production Design	Bugsy	Barry Levinson	1992-03-30T00:00:00Z
Alan Menken	Male	64th Academy Awards	Academy Award for Best Original Score	Beauty and the Beast	Kirk Wise	1992-03-30T00:00:00Z
"Gene Warren, Jr."	Male	64th Academy Awards	Academy Award for Best Visual Effects	Terminator 2 Judgment Day	James Cameron	1992-03-30T00:00:00Z
Jeff Dawn	Male	64th Academy Awards	Academy Award for Best Makeup and Hairstyling	Terminator 2 Judgment Day	James Cameron	1992-03-30T00:00:00Z
Gloria Borders	Female	64th Academy Awards	Academy Award for Best Sound Editing	Terminator 2 Judgment Day	James Cameron	1992-03-30T00:00:00Z
Tom Johnson	Male	64th Academy Awards	Academy Award for Best Sound Mixing	Terminator 2 Judgment Day	James Cameron	1992-03-30T00:00:00Z
Jonathan Demme	Male	64th Academy Awards	Academy Award for Best Director	The Silence of the Lambs	Jonathan Demme	1992-03-30T00:00:00Z
Ron Bozman	Male	64th Academy Awards	Academy Award for Best Picture	The Silence of the Lambs	Jonathan Demme	1992-03-30T00:00:00Z
Jodie Foster	Female	64th Academy Awards	Academy Award for Best Actress	The Silence of the Lambs	Jonathan Demme	1992-03-30T00:00:00Z
Anthony Hopkins	Male	64th Academy Awards	Academy Award for Best Actor	The Silence of the Lambs	Jonathan Demme	1992-03-30T00:00:00Z
Ted Tally	Male	64th Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	The Silence of the Lambs	Jonathan Demme	1992-03-30T00:00:00Z
Callie Khouri	Female	64th Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Thelma & Louise	Ridley Scott	1992-03-30T00:00:00Z
Gabriele Salvatores	Male	64th Academy Awards	Academy Award for Best Foreign Language Film	Mediterraneo	Gabriele Salvatores	1992-03-30T00:00:00Z
Debra Chasnoff	Female	64th Academy Awards	Academy Award for Best Documentary (Short Subject)	"Deadly Deception: General Electric, Nuclear Weapons and Our Environment"	Debra Chasnoff	1992-03-30T00:00:00Z
Jack Palance	Male	64th Academy Awards	Academy Award for Best Supporting Actor	City Slickers	Ron Underwood	1992-03-30T00:00:00Z
Robert Richardson	Male	64th Academy Awards	Academy Award for Best Cinematography	JFK	Oliver Stone	1992-03-30T00:00:00Z
Pietro Scalia	Male	64th Academy Awards	Academy Award for Best Film Editing	JFK	Oliver Stone	1992-03-30T00:00:00Z
Daniel Greaves	Male	64th Academy Awards	Academy Award for Best Animated Short Film	Manipulation	Daniel Greaves	1992-03-30T00:00:00Z
Irving Saraf	Male	64th Academy Awards	Academy Award for Best Documentary Feature	In the Shadow of the Stars	Irving Saraf	1992-03-30T00:00:00Z
Cecelia Hall	Female	63rd Academy Awards	Academy Award for Best Sound Editing	The Hunt for Red October	John McTiernan	1991-03-25T00:00:00Z
Adam Davidson	Male	63rd Academy Awards	Academy Award for Best Live Action Short Film	The Lunch Date	Adam Davidson	1991-03-25T00:00:00Z
Xavier Koller	Male	63rd Academy Awards	Academy Award for Best Foreign Language Film	Journey of Hope	Xavier Koller	1991-03-25T00:00:00Z
Steven Okazaki	Male	63rd Academy Awards	Academy Award for Best Documentary (Short Subject)	Days of Waiting The Life & Art of Estelle Ishigo	Steven Okazaki	1991-03-25T00:00:00Z
Barbara Kopple	Female	63rd Academy Awards	Academy Award for Best Documentary Feature	American Dream	Barbara Kopple	1991-03-25T00:00:00Z
Bruce Joel Rubin	Male	63rd Academy Awards	"Academy Award for Best Writing, Original Screenplay"	Ghost	Jerry Zucker	1991-03-25T00:00:00Z
Whoopi Goldberg	Female	63rd Academy Awards	Academy Award for Best Supporting Actress	Ghost	Jerry Zucker	1991-03-25T00:00:00Z
Joe Pesci	Male	63rd Academy Awards	Academy Award for Best Supporting Actor	Goodfellas	Martin Scorsese	1991-03-25T00:00:00Z
Jim Wilson	Male	63rd Academy Awards	Academy Award for Best Picture	Dances with Wolves	Kevin Costner	1991-03-25T00:00:00Z
Kevin Costner	Male	63rd Academy Awards	Academy Award for Best Director	Dances with Wolves	Kevin Costner	1991-03-25T00:00:00Z
Neil Travis	Male	63rd Academy Awards	Academy Award for Best Film Editing	Dances with Wolves	Kevin Costner	1991-03-25T00:00:00Z
Dean Semler	Male	63rd Academy Awards	Academy Award for Best Cinematography	Dances with Wolves	Kevin Costner	1991-03-25T00:00:00Z
John Barry	Male	63rd Academy Awards	Academy Award for Best Original Score	Dances with Wolves	Kevin Costner	1991-03-25T00:00:00Z
Michael Blake	Male	63rd Academy Awards	"Academy Award for Best Writing, Adapted Screenplay"	Dances with Wolves	Kevin Costner	1991-03-25T00:00:00Z
Russell Williams	Male	63rd Academy Awards	Academy Award for Best Sound Mixing	Dances with Wolves	Kevin Costner	1991-03-25T00:00:00Z
Franca Squarciapino	Female	63rd Academy Awards	Academy Award for Best Costume Design	Cyrano de Bergerac	Jean-Paul Rappeneau	1991-03-25T00:00:00Z
Rick Simpson	Male	63rd Academy Awards	Academy Award for Best Production Design	Dick Tracy	Warren Beatty	1991-03-25T00:00:00Z
"John Caglione, Jr."	Male	63rd Academy Awards	Academy Award for Best Makeup and Hairstyling	Dick Tracy	Warren Beatty	1991-03-25T00:00:00Z
Jeremy Irons	Male	63rd Academy Awards	Academy Award for Best Actor	Reversal of Fortune	Barbet Schroeder	1991-03-25T00:00:00Z
Kathy Bates	Female	63rd Academy Awards	Academy Award for Best Actress	Misery	Rob Reiner	1991-03-25T00:00:00Z
